TargetGene,Ensembl_ID
MXRA8,ENSG00000162576
AURKAIP1,ENSG00000175756
CCNL2,ENSG00000221978
LOC148413,
MRPL20,ENSG00000242485
TMEM88B,ENSG00000205116
LINC01770,ENSG00000225285
VWA1,ENSG00000179403
ATAD3B,ENSG00000160072
ATAD3A,ENSG00000197785
SSU72,ENSG00000160075
FNDC10,ENSG00000228594
MIB2,ENSG00000197530
SLC35E2B,ENSG00000189339
CDK11B,ENSG00000248333
CDK11A,ENSG00000008128
SLC35E2,ENSG00000215790
NADK,ENSG00000008130
GNB1,ENSG00000078369
CALML6,ENSG00000169885
TMEM52,ENSG00000178821
CFAP74,ENSG00000142609
GABRD,ENSG00000187730
LOC105378591,
PRKCZ,ENSG00000067606
FAAP20,ENSG00000162585
SKI,ENSG00000157933
MORN1,ENSG00000116151
RER1,ENSG00000157916
PEX10,ENSG00000157911
PANK4,ENSG00000157881
HES5,ENSG00000197921
TNFRSF14,ENSG00000157873
LOC115110,
FAM213B,ENSG00000157870
ARHGEF16,ENSG00000130762
MEGF6,ENSG00000162591
TPRG1L,ENSG00000158109
WRAP73,ENSG00000116213
TP73,ENSG00000078900
TP73-AS1,ENSG00000227372
SMIM1,ENSG00000235169
LRRC47,ENSG00000130764
CEP104,ENSG00000116198
DFFB,ENSG00000169598
C1orf174,ENSG00000198912
LINC01134,ENSG00000236423
NPHP4,ENSG00000131697
RPL22,ENSG00000116251
LOC102724450,
RNF207,ENSG00000158286
ICMT,ENSG00000116237
LINC00337,ENSG00000225077
GPR153,ENSG00000158292
ACOT7,ENSG00000097021
HES2,ENSG00000069812
ESPN,ENSG00000187017
TNFRSF25,ENSG00000215788
PLEKHG5,ENSG00000171680
NOL9,ENSG00000162408
TAS1R1,ENSG00000173662
ZBTB48,ENSG00000204859
KLHL21,ENSG00000162413
PHF13,ENSG00000116273
THAP3,ENSG00000041988
DNAJC11,ENSG00000007923
LINC01672,ENSG00000228750
CAMTA1,ENSG00000171735
VAMP3,ENSG00000049245
PER3,ENSG00000049246
UTS2,ENSG00000049247
PARK7,ENSG00000116288
ERRFI1,ENSG00000116285
LINC01714,ENSG00000227634
SLC45A1,ENSG00000162426
LOC102724552,
RERE,ENSG00000142599
ENO1-AS1,ENSG00000230679
ENO1,ENSG00000074800
GPR157,ENSG00000180758
H6PD,ENSG00000049239
SPSB1,ENSG00000171621
LOC100506022,
SLC25A33,ENSG00000171612
TMEM201,ENSG00000188807
PIK3CD,ENSG00000171608
PIK3CD-AS2,ENSG00000231789
CLSTN1,ENSG00000171603
CTNNBIP1,ENSG00000178585
LZIC,ENSG00000162441
NMNAT1,ENSG00000173614
UBE4B,ENSG00000130939
KIF1B,ENSG00000054523
PGD,ENSG00000142657
APITD1-CORT,ENSG00000251503
CENPS,ENSG00000175279
DFFA,ENSG00000160049
PEX14,ENSG00000142655
CASZ1,ENSG00000130940
TARDBP,ENSG00000120948
SRM,ENSG00000116649
LOC105376736,
EXOSC10,ENSG00000171824
ANGPTL7,ENSG00000171819
MTOR,ENSG00000198793
UBIAD1,ENSG00000120942
DISP3,ENSG00000204624
FBXO2,ENSG00000116661
FBXO44,ENSG00000132879
FBXO6,ENSG00000116663
MAD2L2,ENSG00000116670
AGTRAP,ENSG00000177674
C1orf167,ENSG00000215910
CLCN6,ENSG00000011021
MTHFR,ENSG00000177000
NPPA-AS1,
NPPB,ENSG00000120937
KIAA2013,ENSG00000116685
PLOD1,ENSG00000083444
MFN2,ENSG00000116688
MIIP,ENSG00000116691
TNFRSF8,ENSG00000120949
TNFRSF1B,ENSG00000028137
VPS13D,ENSG00000048707
DHRS3,ENSG00000162496
AADACL4,ENSG00000204518
KAZN,ENSG00000189337
TMEM51-AS1,ENSG00000175147
TMEM51,ENSG00000171729
C1orf195,ENSG00000204464
FHAD1,ENSG00000142621
EFHD2,ENSG00000142634
CELA2A,ENSG00000142615
CELA2B,ENSG00000215704
CASP9,ENSG00000132906
DNAJC16,ENSG00000116138
DDI2,ENSG00000197312
PLEKHM2,ENSG00000116786
SLC25A34,ENSG00000162461
TMEM82,ENSG00000162460
FBLIM1,ENSG00000162458
SPEN,ENSG00000065526
FLJ37453,ENSG00000179743
ZBTB17,ENSG00000116809
FAM131C,ENSG00000185519
ARHGEF19,ENSG00000142632
RSG1,ENSG00000132881
FBXO42,ENSG00000037637
SZRD1,ENSG00000055070
SPATA21,ENSG00000187144
NECAP2,ENSG00000157191
NBPF1,ENSG00000219481
CROCCP2,ENSG00000215908
MST1P2,ENSG00000186301
CROCC,ENSG00000058453
ATP13A2,ENSG00000159363
SDHB,ENSG00000117118
PADI2,ENSG00000117115
PADI3,ENSG00000142619
PADI4,ENSG00000159339
RCC2,ENSG00000179051
ACTL8,ENSG00000117148
ALDH4A1,ENSG00000159423
IFFO2,ENSG00000169991
UBR4,ENSG00000127481
LOC101927895,
EMC1,ENSG00000127463
MRTO4,ENSG00000053372
AKR7A2,ENSG00000053371
PQLC2,ENSG00000040487
CAPZB,ENSG00000077549
LOC105378614,
MINOS1-NBL1,ENSG00000270136
MINOS1,ENSG00000173436
NBL1,ENSG00000158747
HTR6,ENSG00000158748
TMCO4,ENSG00000162542
OTUD3,ENSG00000169914
UBXN10,ENSG00000162543
UBXN10-AS1,ENSG00000187980
VWA5B1,ENSG00000158816
CAMK2N1,ENSG00000162545
MUL1,ENSG00000090432
FAM43B,ENSG00000183114
CDA,ENSG00000158825
PINK1,ENSG00000158828
DDOST,ENSG00000244038
KIF17,ENSG00000117245
SH2D5,ENSG00000189410
HP1BP3,ENSG00000127483
EIF4G3,ENSG00000075151
ECE1,ENSG00000117298
NBPF3,ENSG00000142794
ALPL,ENSG00000162551
RAP1GAP,ENSG00000076864
USP48,ENSG00000090686
LDLRAD2,ENSG00000187942
HSPG2,ENSG00000142798
LINC00339,ENSG00000218510
LINC01635,ENSG00000228397
CDC42,ENSG00000070831
WNT4,ENSG00000162552
ZBTB40,ENSG00000184677
EPHB2,ENSG00000133216
KDM1A,ENSG00000004487
LUZP1,ENSG00000169641
HNRNPR,ENSG00000125944
ZNF436,ENSG00000125945
ZNF436-AS1,ENSG00000249087
ASAP3,ENSG00000088280
LOC101928163,
E2F2,ENSG00000007968
ID3,ENSG00000117318
RPL11,ENSG00000142676
ELOA,ENSG00000011007
ELOA-AS1,ENSG00000236810
PITHD1,ENSG00000057757
LYPLA2,ENSG00000011009
GALE,ENSG00000117308
HMGCL,ENSG00000117305
FUCA1,ENSG00000179163
CNR2,ENSG00000188822
PNRC2,ENSG00000189266
SRSF10,ENSG00000188529
MYOM3,ENSG00000142661
STPG1,ENSG00000001460
NIPAL3,ENSG00000001461
RCAN3AS,ENSG00000286061
RCAN3,ENSG00000117602
SRRM1,ENSG00000133226
CLIC4,ENSG00000169504
SYF2,ENSG00000117614
RSRP1,ENSG00000117616
RHD,ENSG00000187010
TMEM50A,ENSG00000183726
RHCE,ENSG00000188672
TMEM57,ENSG00000204178
LDLRAP1,ENSG00000157978
MAN1C1,ENSG00000117643
SELENON,ENSG00000162430
MTFR1L,ENSG00000117640
LOC646471,
AUNIP,ENSG00000127423
PAQR7,ENSG00000182749
STMN1,ENSG00000117632
PAFAH2,ENSG00000158006
EXTL1,ENSG00000158008
SLC30A2,ENSG00000158014
TRIM63,ENSG00000158022
PDIK1L,ENSG00000175087
FAM110D,ENSG00000197245
ZNF593,ENSG00000142684
CATSPER4,ENSG00000188782
LOC101928303,
CEP85,ENSG00000130695
SH3BGRL3,ENSG00000142669
UBXN11,ENSG00000158062
CD52,ENSG00000169442
AIM1L,ENSG00000176092
LIN28A,ENSG00000131914
DHDDS,ENSG00000117682
HMGN2,ENSG00000198830
RPS6KA1,ENSG00000117676
LOC101928728,
ARID1A,ENSG00000117713
PIGV,ENSG00000060642
ZDHHC18,ENSG00000204160
SFN,ENSG00000175793
GPN2,ENSG00000142751
GPATCH3,ENSG00000198746
NR0B2,ENSG00000131910
NUDC,ENSG00000090273
KDF1,ENSG00000175707
TRNP1,ENSG00000253368
FAM46B,ENSG00000158246
SLC9A1,ENSG00000090020
WDTC1,ENSG00000142784
TMEM222,ENSG00000186501
SYTL1,ENSG00000142765
MAP3K6,ENSG00000142733
CD164L2,ENSG00000174950
GPR3,ENSG00000181773
WASF2,ENSG00000158195
AHDC1,ENSG00000126705
IFI6,ENSG00000126709
FAM76A,ENSG00000009780
STX12,ENSG00000117758
PPP1R8,ENSG00000117751
THEMIS2,ENSG00000130775
RPA2,ENSG00000117748
SMPDL3B,ENSG00000130768
XKR8,ENSG00000158156
EYA3,ENSG00000158161
DNAJC8,ENSG00000126698
ATPIF1,ENSG00000130770
SESN2,ENSG00000130766
MED18,ENSG00000130772
PHACTR4,ENSG00000204138
SNHG3,ENSG00000242125
RCC1,ENSG00000180198
TRNAU1AP,ENSG00000180098
SNHG12,ENSG00000197989
RAB42,ENSG00000188060
TAF12,ENSG00000120656
GMEB1,ENSG00000162419
YTHDF2,ENSG00000198492
OPRD1,ENSG00000116329
EPB41,ENSG00000159023
TMEM200B,ENSG00000253304
SRSF4,ENSG00000116350
MECR,ENSG00000116353
PTPRU,ENSG00000060656
LINC01756,ENSG00000230523
MATN1-AS1,ENSG00000186056
MATN1,ENSG00000162510
LAPTM5,ENSG00000162511
SDC3,ENSG00000162512
PUM1,ENSG00000134644
NKAIN1,ENSG00000084628
SNRNP40,ENSG00000060688
ZCCHC17,ENSG00000121766
FABP3,ENSG00000121769
SERINC2,ENSG00000168528
TINAGL1,ENSG00000142910
PEF1,ENSG00000162517
COL16A1,ENSG00000084636
ADGRB2,ENSG00000121753
SPOCD1,ENSG00000134668
KHDRBS1,ENSG00000121774
TMEM39B,ENSG00000121775
KPNA6,ENSG00000025800
TXLNA,ENSG00000084652
CCDC28B,ENSG00000160050
IQCC,ENSG00000160051
DCDC2B,ENSG00000222046
EIF3I,ENSG00000084623
TMEM234,ENSG00000160055
MTMR9LP,ENSG00000220785
FAM167B,ENSG00000183615
LCK,ENSG00000182866
HDAC1,ENSG00000116478
MARCKSL1,ENSG00000175130
FAM229A,ENSG00000225828
TSSK3,ENSG00000162526
BSDC1,ENSG00000160058
ZBTB8B,ENSG00000273274
ZBTB8A,ENSG00000160062
ZBTB8OS,ENSG00000176261
RBBP4,ENSG00000162521
SYNC,ENSG00000162520
KIAA1522,ENSG00000162522
YARS,ENSG00000134684
FNDC5,ENSG00000160097
HPCA,ENSG00000121905
TMEM54,ENSG00000121900
RNF19B,ENSG00000116514
AK2,ENSG00000004455
AZIN2,ENSG00000142920
TRIM62,ENSG00000116525
ZNF362,ENSG00000160094
LOC101929464,
ZSCAN20,ENSG00000121903
SMIM12,ENSG00000163866
DLGAP3,ENSG00000116544
LOC653160,
TMEM35B,ENSG00000243749
ZMYM6,ENSG00000163867
ZMYM1,ENSG00000197056
SFPQ,ENSG00000116560
ZMYM4,ENSG00000146463
KIAA0319L,ENSG00000142687
NCDN,ENSG00000020129
PSMB2,ENSG00000126067
C1orf216,ENSG00000142686
CLSPN,ENSG00000092853
AGO4,ENSG00000134698
AGO1,ENSG00000092847
AGO3,ENSG00000126070
ADPRHL2,ENSG00000116863
COL8A2,ENSG00000171812
TRAPPC3,ENSG00000054116
MAP7D1,ENSG00000116871
THRAP3,ENSG00000054118
SH3D21,ENSG00000214193
EVA1B,ENSG00000142694
STK40,ENSG00000196182
LSM10,ENSG00000181817
OSCP1,ENSG00000116885
MRPS15,ENSG00000116898
CSF3R,ENSG00000119535
LINC01137,ENSG00000233621
ZC3H12A,ENSG00000163874
MEAF6,ENSG00000163875
SNIP1,ENSG00000163877
DNALI1,ENSG00000163879
GNL2,ENSG00000134697
C1orf109,ENSG00000116922
CDCA8,ENSG00000134690
EPHA10,ENSG00000183317
MANEAL,ENSG00000185090
C1orf122,ENSG00000197982
YRDC,ENSG00000196449
MTF1,ENSG00000188786
INPP5B,ENSG00000204084
SF3A3,ENSG00000183431
FHL3,ENSG00000183386
UTP11,ENSG00000183520
POU3F1,ENSG00000185668
RRAGC,ENSG00000116954
MYCBP,ENSG00000214114
LOC105378663,
AKIRIN1,ENSG00000174574
NDUFS5,ENSG00000168653
KIAA0754,ENSG00000127603
BMP8A,ENSG00000183682
PPIEL,ENSG00000243970
PABPC4,ENSG00000090621
HEYL,ENSG00000163909
NT5C1A,ENSG00000116981
HPCAL4,ENSG00000116983
PPIE,ENSG00000084072
BMP8B,ENSG00000116985
LOC101929536,
TRIT1,ENSG00000043514
MYCL,ENSG00000116990
CAP1,ENSG00000131236
PPT1,ENSG00000131238
RLF,ENSG00000117000
ZMPSTE24,ENSG00000084073
SMAP2,ENSG00000084070
ZFP69B,ENSG00000187801
ZFP69,ENSG00000187815
EXO5,ENSG00000164002
ZNF684,ENSG00000117010
RIMS3,ENSG00000117016
NFYC,ENSG00000066136
NFYC-AS1,ENSG00000272145
KCNQ4,ENSG00000117013
CITED4,ENSG00000179862
CTPS1,ENSG00000171793
SLFNL1,ENSG00000171790
SCMH1,ENSG00000010803
FOXO6,ENSG00000204060
HIVEP3,ENSG00000127124
FOXJ3,ENSG00000198815
RIMKLA,ENSG00000177181
ZMYND12,ENSG00000066185
PPCS,ENSG00000127125
PPIH,ENSG00000171960
YBX1,ENSG00000065978
CLDN19,ENSG00000164007
P3H1,ENSG00000117385
C1orf50,ENSG00000164008
SVBP,ENSG00000177868
ERMAP,ENSG00000164010
ZNF691,ENSG00000164011
SLC2A1-AS1,ENSG00000227533
SLC2A1,ENSG00000117394
FAM183A,ENSG00000186973
EBNA1BP2,ENSG00000117395
CFAP57,ENSG00000243710
C1orf210,ENSG00000253313
CDC20,ENSG00000117399
ELOVL1,ENSG00000066322
MED8,ENSG00000159479
SZT2,ENSG00000198198
HYI,ENSG00000178922
PTPRF,ENSG00000142949
KDM4A,ENSG00000066135
KDM4A-AS1,ENSG00000236200
ST3GAL3,ENSG00000126091
IPO13,ENSG00000117408
DPH2,ENSG00000132768
ATP6V0B,ENSG00000117410
B4GALT2,ENSG00000117411
CCDC24,ENSG00000159214
DMAP1,ENSG00000178028
ERI3,ENSG00000117419
RNF220,ENSG00000187147
TMEM53,ENSG00000126106
C1orf228,ENSG00000198520
KIF2C,ENSG00000142945
RPS8,ENSG00000142937
BEST4,ENSG00000142959
PLK3,ENSG00000173846
TCTEX1D4,ENSG00000188396
BTBD19,ENSG00000222009
PTCH2,ENSG00000117425
EIF2B3,ENSG00000070785
HECTD3,ENSG00000126107
UROD,ENSG00000126088
ZSWIM5,ENSG00000162415
LINC01144,ENSG00000281912
TOE1,ENSG00000132773
MUTYH,ENSG00000132781
TESK2,ENSG00000070759
CCDC163,ENSG00000280670
MMACHC,ENSG00000132763
PRDX1,ENSG00000117450
AKR1A1,ENSG00000117448
NASP,ENSG00000132780
CCDC17,ENSG00000159588
GPBP1L1,ENSG00000159592
TMEM69,ENSG00000159596
IPP,ENSG00000197429
MAST2,ENSG00000086015
PIK3R3,ENSG00000117461
LOC101929626,
TSPAN1,ENSG00000117472
POMGNT1,ENSG00000085998
LURAP1,ENSG00000171357
RAD54L,ENSG00000085999
LRRC41,ENSG00000132128
UQCRH,ENSG00000173660
NSUN4,ENSG00000117481
LINC01398,ENSG00000224863
DMBX1,ENSG00000197587
MKNK1-AS1,ENSG00000269956
KNCN,ENSG00000162456
MKNK1,ENSG00000079277
MOB3C,ENSG00000142961
ATPAF1,ENSG00000123472
EFCAB14-AS1,ENSG00000228237
EFCAB14,ENSG00000159658
LINC00853,ENSG00000224805
PDZK1IP1,ENSG00000162366
TAL1,ENSG00000162367
STIL,ENSG00000123473
CMPK1,ENSG00000162368
FOXD2,ENSG00000186564
LINC01389,ENSG00000225762
SPATA6,ENSG00000132122
AGBL4,ENSG00000186094
FAF1,ENSG00000185104
CDKN2C,ENSG00000123080
RNF11,ENSG00000123091
TTC39A,ENSG00000085831
EPS15,ENSG00000085832
OSBPL9,ENSG00000117859
NRDC,ENSG00000078618
RAB3B,ENSG00000169213
KTI12,ENSG00000198841
TXNDC12,ENSG00000117862
BTF3L4,ENSG00000134717
ZFYVE9,ENSG00000157077
CC2D1B,ENSG00000154222
ORC1,ENSG00000085840
PRPF38A,ENSG00000134748
ZCCHC11,ENSG00000134744
COA7,ENSG00000162377
ZYG11B,ENSG00000162378
ZYG11A,ENSG00000203995
SCP2,ENSG00000116171
CPT2,ENSG00000157184
C1orf123,ENSG00000162384
LOC100507564,
MAGOH,ENSG00000162385
LRP8,ENSG00000157193
LINC01771,ENSG00000225675
NDC1,ENSG00000058804
YIPF1,ENSG00000058799
HSPB11,ENSG00000081870
LRRC42,ENSG00000116212
TMEM59,ENSG00000116209
TCEANC2,ENSG00000116205
CYB5RL,ENSG00000215883
MRPL37,ENSG00000116221
SSBP3,ENSG00000157216
ACOT11,ENSG00000162390
TTC4,ENSG00000243725
PARS2,ENSG00000162396
TTC22,ENSG00000006555
DHCR24,ENSG00000116133
BSND,ENSG00000162399
PCSK9,ENSG00000169174
USP24,ENSG00000162402
LOC100507634,
PLPP3,ENSG00000162407
OMA1,ENSG00000162600
MYSM1,ENSG00000162601
JUN,ENSG00000177606
LINC01135,ENSG00000234807
LINC01358,ENSG00000237352
HSD52,ENSG00000224609
FGGY,ENSG00000172456
NFIA-AS2,ENSG00000237928
NFIA,ENSG00000162599
NFIA-AS1,ENSG00000237853
TM2D1,ENSG00000162604
USP1,ENSG00000162607
DOCK7,ENSG00000116641
ATG4C,ENSG00000125703
LINC00466,ENSG00000224209
FOXD3-AS1,ENSG00000230798
FOXD3,ENSG00000187140
ALG6,ENSG00000088035
ITGB3BP,ENSG00000142856
EFCAB7,ENSG00000203965
RAVER2,ENSG00000162437
JAK1,ENSG00000162434
AK4,ENSG00000162433
LEPROT,ENSG00000213625
LEPR,ENSG00000116678
SGIP1,ENSG00000118473
WDR78,ENSG00000152763
MIER1,ENSG00000198160
SLC35D1,ENSG00000116704
SERBP1,ENSG00000142864
GADD45A,ENSG00000116717
GNG12-AS1,ENSG00000232284
GNG12,ENSG00000172380
DEPDC1-AS1,ENSG00000234264
DEPDC1,ENSG00000024526
LRRC40,ENSG00000066557
SRSF11,ENSG00000116754
ANKRD13C,ENSG00000118454
HHLA3,ENSG00000197568
CTH,ENSG00000116761
ZRANB2-AS1,ENSG00000235079
PTGER3,ENSG00000050628
ZRANB2,ENSG00000132485
ZRANB2-AS2,ENSG00000229956
NEGR1,ENSG00000172260
LRRIQ3,ENSG00000162620
FPGT,ENSG00000254685
FPGT-TNNI3K,ENSG00000259030
TYW3,ENSG00000162623
CRYZ,ENSG00000116791
ACADM,ENSG00000117054
RABGGTB,ENSG00000137955
MSH4,ENSG00000057468
ST6GALNAC3,ENSG00000184005
PIGK,ENSG00000142892
ZZZ3,ENSG00000036549
USP33,ENSG00000077254
MIGA1,ENSG00000180488
NEXN,ENSG00000162614
NEXN-AS1,ENSG00000235927
DNAJB4,ENSG00000162616
FUBP1,ENSG00000162613
LOC101927560,
LINC01725,ENSG00000233008
TTLL7,ENSG00000137941
SAMD13,ENSG00000203943
RPF1,ENSG00000117133
SPATA1,ENSG00000122432
GNG5,ENSG00000174021
CTBS,ENSG00000117151
LINC01461,
SSX2IP,ENSG00000117155
MCOLN3,ENSG00000055732
WDR63,ENSG00000162643
SYDE2,ENSG00000097096
C1orf52,ENSG00000162642
LOC646626,
BCL10,ENSG00000142867
CYR61,ENSG00000142871
ZNHIT6,ENSG00000117174
ODF2L,ENSG00000122417
CLCA1,ENSG00000016490
LOC105378828,
SH3GLB1,ENSG00000097033
SELENOF,ENSG00000183291
HS2ST1,ENSG00000153936
LINC01140,ENSG00000267272
LMO4,ENSG00000143013
PKN2,ENSG00000065243
PKN2-AS1,ENSG00000237505
GTF2B,ENSG00000137947
KYAT3,ENSG00000137944
RBMXL1,ENSG00000213516
GBP2,ENSG00000162645
FLJ27354,ENSG00000231999
LRRC8C,ENSG00000171488
LRRC8D,ENSG00000171492
GEMIN8P4,ENSG00000228175
ZNF326,ENSG00000162664
LOC105378853,
ZNF644,ENSG00000122482
HFM1,ENSG00000162669
CDC7,ENSG00000097046
TGFBR3,ENSG00000069702
BTBD8,ENSG00000189195
RPAP2,ENSG00000122484
GLMN,ENSG00000174842
EVI5,ENSG00000067208
RPL5,ENSG00000122406
FAM69A,ENSG00000154511
MTF2,ENSG00000143033
TMED5,ENSG00000117500
CCDC18,ENSG00000122483
CCDC18-AS1,ENSG00000223745
DR1,ENSG00000117505
FNBP1L,ENSG00000137942
LOC100129046,
BCAR3,ENSG00000137936
DNTTIP2,ENSG00000067334
GCLM,ENSG00000023909
ARHGAP29,ENSG00000137962
ABCD3,ENSG00000117528
F3,ENSG00000117525
CNN3,ENSG00000117519
LOC101928098,
ALG14,ENSG00000172339
TMEM56,ENSG00000152078
TMEM56-RWDD3,ENSG00000271092
LOC101928118,
RWDD3,ENSG00000122481
PTBP2,ENSG00000117569
DPYD,ENSG00000188641
PLPPR4,ENSG00000117600
PALMD,ENSG00000099260
FRRS1,ENSG00000156869
AGL,ENSG00000162688
SLC35A3,ENSG00000117620
MFSD14A,ENSG00000156875
SASS6,ENSG00000156876
TRMT13,ENSG00000122435
LRRC39,ENSG00000122477
DBT,ENSG00000137992
RTCA,ENSG00000137996
RTCA-AS1,ENSG00000224616
CDC14A,ENSG00000079335
EXTL2,ENSG00000162694
SLC30A7,ENSG00000162695
DPH5,ENSG00000117543
LOC102606465,
LOC101928370,
S1PR1,ENSG00000170989
LOC101928436,
RNPC3,ENSG00000185946
PRMT6,ENSG00000198890
SLC25A24,ENSG00000085491
FAM102B,ENSG00000162636
PRPF38B,ENSG00000134186
STXBP3,ENSG00000116266
GPSM2,ENSG00000121957
CLCC1,ENSG00000121940
WDR47,ENSG00000085433
TAF13,ENSG00000197780
TMEM167B,ENSG00000215717
SCARNA2,ENSG00000278249
C1orf194,ENSG00000179902
KIAA1324,ENSG00000116299
SARS,ENSG00000031698
CELSR2,ENSG00000143126
PSRC1,ENSG00000134222
MYBPHL,ENSG00000221986
SORT1,ENSG00000134243
PSMA5,ENSG00000143106
SYPL2,ENSG00000143028
ATXN7L2,ENSG00000162650
CYB561D1,ENSG00000174151
AMIGO1,ENSG00000181754
GNAI3,ENSG00000065135
AMPD2,ENSG00000116337
GSTM4,ENSG00000168765
GSTM2,ENSG00000213366
EPS8L3,ENSG00000198758
CSF1,ENSG00000184371
AHCYL1,ENSG00000168710
STRIP1,ENSG00000143093
KCNC4-AS1,ENSG00000224965
KCNC4,ENSG00000116396
LOC440600,
RBM15,ENSG00000162775
LAMTOR5-AS1,ENSG00000224699
LAMTOR5,ENSG00000134248
CD53,ENSG00000143119
LRIF1,ENSG00000121931
CEPT1,ENSG00000134255
DRAM2,ENSG00000156171
DENND2D,ENSG00000162777
PIFO,ENSG00000173947
ATP5F1,ENSG00000116459
WDR77,ENSG00000116455
ADORA3,ENSG00000282608
TMIGD3,ENSG00000121933
RAP1A,ENSG00000116473
FAM212B,ENSG00000197852
FAM212B-AS1,ENSG00000227811
LOC101928718,
DDX20,ENSG00000064703
CTTNBP2NL,ENSG00000143079
WNT2B,ENSG00000134245
ST7L,ENSG00000007341
CAPZA1,ENSG00000116489
MOV10,ENSG00000155363
RHOC,ENSG00000155366
PPM1J,ENSG00000155367
SLC16A1,ENSG00000155380
SLC16A1-AS1,ENSG00000226419
LOC100996251,
LRIG2,ENSG00000198799
LOC643441,
MAGI3,ENSG00000081026
PHTF1,ENSG00000116793
RSBN1,ENSG00000081019
PTPN22,ENSG00000134242
AP4B1,ENSG00000134262
DCLRE1B,ENSG00000118655
HIPK1-AS1,ENSG00000235527
HIPK1,ENSG00000163349
OLFML3,ENSG00000116774
TRIM33,ENSG00000197323
BCAS2,ENSG00000116752
DENND2C,ENSG00000175984
NRAS,ENSG00000213281
CSDE1,ENSG00000009307
SIKE1,ENSG00000052723
VANGL1,ENSG00000173218
SLC22A15,ENSG00000163393
LOC101928977,
ATP1A1,ENSG00000163399
ATP1A1-AS1,ENSG00000203865
CD58,ENSG00000116815
IGSF3,ENSG00000143061
C1orf137,ENSG00000203864
PTGFRN,ENSG00000134247
LOC101929099,
TTF2,ENSG00000116830
TRIM45,ENSG00000134253
MAN1A2,ENSG00000198162
LOC100996263,
FAM46C,ENSG00000183508
GDAP2,ENSG00000196505
WDR3,ENSG00000065183
SPAG17,ENSG00000155761
TBX15,ENSG00000092607
LOC101929147,
WARS2,ENSG00000116874
ZNF697,ENSG00000143067
PHGDH,ENSG00000092621
GPR89A,ENSG00000117262
POLR3C,ENSG00000186141
RNF115,ENSG00000265491
NUDT17,ENSG00000186364
PIAS3,ENSG00000131788
ANKRD35,ENSG00000198483
ITGA10,ENSG00000143127
PEX11B,ENSG00000131779
GNRHR2,ENSG00000211451
RBM8A,ENSG00000265241
LIX1L,ENSG00000271601
ANKRD34A,ENSG00000272031
POLR3GL,ENSG00000121851
TXNIP,ENSG00000265972
HFE2,ENSG00000168509
LINC01719,ENSG00000233396
PRKAB2,ENSG00000131791
FMO5,ENSG00000131781
CHD1L,ENSG00000131778
LINC00624,ENSG00000278811
BCL9,ENSG00000116128
ACP6,ENSG00000162836
GPR89B,ENSG00000188092
LOC100132057,
HIST2H2BF,ENSG00000203814
HIST2H3D,ENSG00000183598
HIST2H2BE,ENSG00000184678
HIST2H2AC,ENSG00000184260
HIST2H2AB,ENSG00000184270
SF3B4,ENSG00000143368
MTMR11,ENSG00000014914
OTUD7B,ENSG00000264522
VPS45,ENSG00000136631
PLEKHO1,ENSG00000023902
ANP32E,ENSG00000143401
CA14,ENSG00000118298
APH1A,ENSG00000117362
C1orf54,ENSG00000118292
CIART,ENSG00000159208
MRPS21,ENSG00000266472
PRPF3,ENSG00000117360
RPRD2,ENSG00000163125
TARS2,ENSG00000143374
ECM1,ENSG00000143369
FALEC,ENSG00000228126
ADAMTSL4,ENSG00000143382
ADAMTSL4-AS1,ENSG00000203804
MCL1,ENSG00000143384
ENSA,ENSG00000143420
GOLPH3L,ENSG00000143457
CTSS,ENSG00000163131
ARNT,ENSG00000143437
SETDB1,ENSG00000143379
CERS2,ENSG00000143418
ANXA9,ENSG00000143412
MINDY1,ENSG00000143409
PRUNE1,ENSG00000143363
C1orf56,ENSG00000143443
CDC42SE1,ENSG00000197622
MLLT11,ENSG00000213190
GABPB2,ENSG00000143458
SEMA6C,ENSG00000143434
TNFAIP8L2,ENSG00000163154
TNFAIP8L2-SCNM1,
LYSMD1,ENSG00000163155
SCNM1,ENSG00000163156
TMOD4,ENSG00000163157
VPS72,ENSG00000163159
PIP5K1A,ENSG00000143398
PSMD4,ENSG00000159352
LOC100507670,
ZNF687,ENSG00000143373
PI4KB,ENSG00000143393
GBAT2,ENSG00000237976
RFX5,ENSG00000143390
SELENBP1,ENSG00000143416
PSMB4,ENSG00000159377
POGZ,ENSG00000143442
CGN,ENSG00000143375
TUFT1,ENSG00000143367
SNX27,ENSG00000143376
CELF3,ENSG00000159409
RIIAD1,ENSG00000178796
MRPL9,ENSG00000143436
TDRKH,ENSG00000182134
THEM4,ENSG00000159445
S100A10,ENSG00000197747
NBPF18P,ENSG00000240667
S100A11,ENSG00000163191
SMCP,ENSG00000163206
SPRR2D,ENSG00000163216
S100A6,ENSG00000197956
S100A5,ENSG00000196420
LOC101928034,
S100A4,ENSG00000196154
S100A3,ENSG00000188015
S100A2,ENSG00000196754
S100A16,ENSG00000188643
S100A14,ENSG00000189334
S100A13,ENSG00000189171
S100A1,ENSG00000160678
CHTOP,ENSG00000160679
SNAPIN,ENSG00000143553
ILF2,ENSG00000143621
NPR1,ENSG00000169418
INTS3,ENSG00000143624
GATAD2B,ENSG00000143614
DENND4B,ENSG00000198837
CRTC2,ENSG00000160741
SLC39A1,ENSG00000143570
